id,fighter_name,weight_pounds,date_of_birth,height_feet,height_inches
3337,Ron van Clief,190.0,1943-01-25,5.0,10.0
3338,Lloyd Van Dams,240.0,1972-03-05,6.0,1.0
3339,Chad Vance,185.0,,6.0,0.0
3340,Jared Vanderaa,260.0,1992-05-12,6.0,4.0
3341,Austin Vanderford,170.0,1990-03-21,5.0,11.0
3342,Lando Vannata,155.0,1992-03-14,5.0,9.0
3343,Paul Varelans,300.0,1969-09-17,6.0,8.0
3344,Paige VanZant,115.0,1994-03-26,5.0,4.0
3345,Kazula Vargas,155.0,1985-08-15,5.0,8.0
3346,Jamie Varner,155.0,1984-10-12,5.0,8.0
3347,Linton Vassell,205.0,1983-06-03,6.0,4.0
3348,Guilherme Vasconcelos,185.0,1986-03-23,6.0,0.0
3349,Yuri Vaulin,197.0,1963-09-13,6.0,4.0
3350,Billy Vaughan,155.0,1983-12-02,5.0,6.0
3351,Javier Vazquez,145.0,1977-07-16,5.0,7.0
3352,Manny Vazquez,125.0,1993-11-19,5.0,10.0
3353,Matt Veach,155.0,1981-05-31,5.0,11.0
3354,Joe Vedepo,185.0,1983-01-01,6.0,0.0
3355,Kelly Velasco,135.0,1995-05-21,5.0,9.0
3356,David Velasquez,145.0,1966-10-19,5.0,5.0
3357,Luigi Vendramini,170.0,1996-01-16,5.0,8.0
3358,Bojan Velickovic,170.0,1988-12-18,6.0,0.0
3359,Cain Velasquez,240.0,1982-07-28,6.0,1.0
3360,Karlos Vemola,185.0,1985-07-03,6.0,0.0
3361,Jerrel Venetiaan,195.0,1971-03-09,6.0,1.0
3362,Scott Ventimiglia,185.0,1972-11-17,5.0,11.0
3363,Kerry Vera,135.0,,5.0,7.0
3364,Brandon Vera,230.0,1977-10-10,6.0,3.0
3365,Joe Veres,155.0,1977-11-09,5.0,7.0
3366,Ernie Verdicia,199.0,,5.0,11.0
3367,Marlon Vera,135.0,1992-12-02,5.0,8.0
3368,Renato Verissimo,170.0,1973-08-03,6.0,1.0
3369,Bryan Vetell,265.0,1977-07-26,6.0,3.0
3370,Marvin Vettori,185.0,1993-09-20,6.0,0.0
3371,Hugo Viana,135.0,1982-09-26,5.0,6.0
3372,Guilherme Viana,205.0,,6.0,4.0
3373,Vitor Vianna,205.0,1979-12-02,,
3374,Polyana Viana,115.0,1992-06-14,5.0,5.0
3375,James Vick,155.0,1987-02-23,6.0,3.0
3376,Ketlen Vieira,135.0,1991-08-26,5.0,8.0
3377,Milton Vieira,145.0,1978-10-04,6.0,0.0
3378,Reginaldo Vieira,135.0,1982-11-26,5.0,7.0
3379,Steve Vigneault,185.0,1978-02-14,5.0,10.0
3380,Rodolfo Vieira,185.0,1989-09-25,6.0,0.0
3381,DeMarco Villalona,185.0,,5.0,9.0
3382,Alejandro Villalobos,145.0,1979-10-26,5.0,7.0
3383,Ruben Villareal,265.0,1970-05-01,6.0,4.0
3384,Gian Villante,230.0,1985-08-18,6.0,3.0
3385,Ike Villanueva,225.0,1984-04-04,6.0,1.0
3386,Armando Villarreal,135.0,1989-08-08,5.0,7.0
3387,Pablo Villaseca,155.0,1987-01-26,5.0,7.0
3388,Joey Villasenor,185.0,1975-10-17,6.0,0.0
3389,Yuri Villefort,170.0,1991-03-23,6.0,0.0
3390,Danillo Villefort,185.0,1983-05-08,6.0,1.0
3391,Marcos Vinicius,125.0,1979-12-05,5.0,9.0
3392,Brandon Visher,135.0,1984-05-06,5.0,6.0
3393,Falaniko Vitale,185.0,1974-07-14,5.0,10.0
3394,Bobby Voelker,170.0,1979-04-26,6.0,0.0
3395,Alexander Volkanovski,145.0,1988-09-29,5.0,6.0
3396,Jacob Volkmann,155.0,1980-09-05,5.0,9.0
3397,Alexander Volkov,250.0,1988-10-24,6.0,7.0
3398,Jason Von Flue,170.0,1975-08-01,6.0,0.0
3399,Milco Voorn,220.0,,,
3400,Mark Vorgeas,135.0,,5.0,10.0
3401,James Wade,205.0,1972-02-08,5.0,10.0
3402,Neil Wain,242.0,,5.0,10.0
3403,Igor Vovchanchyn,205.0,1973-08-06,5.0,8.0
3404,Chris Wade,155.0,1987-09-30,5.0,10.0
3405,TJ Waldburger,170.0,1988-04-25,5.0,11.0
3406,Chase Waldon,185.0,1986-09-19,6.0,1.0
3407,Andre Walker,205.0,1972-11-22,5.0,11.0
3408,Herschel Walker,215.0,1962-03-03,6.0,1.0
3409,Donny Walker,135.0,1980-01-04,5.0,9.0
3410,Rodney Wallace,205.0,1981-11-21,5.0,9.0
3411,Ben Wall,155.0,1989-03-25,5.0,10.0
3412,Crafton Wallace,185.0,1975-11-10,6.0,0.0
3413,Johnny Walker,205.0,1992-03-30,6.0,6.0
3414,Jeremy Wallace,,1987-02-13,5.0,9.0
3415,James Wallace,155.0,1992-11-17,5.0,10.0
3416,Randall Wallace,185.0,1989-03-01,5.0,11.0
3417,Jim Wallhead,170.0,1984-03-14,5.0,10.0
3418,Cory Walmsley,205.0,,6.0,0.0
3419,Richard Walsh,170.0,1988-12-01,6.0,0.0
3420,Erick Wanderlei,205.0,1976-06-20,6.0,1.0
3421,Patrick Walsh,185.0,1988-11-28,5.0,11.0
3422,Dimitiri Wanderley,205.0,,,
3423,Andy Wang,155.0,1977-05-28,5.0,6.0
3424,Sai Wang,170.0,1986-01-14,6.0,0.0
3425,Anying Wang,170.0,1991-04-04,6.0,0.0
3426,Curt Warburton,155.0,,6.0,0.0
3427,Brennan Ward,170.0,1988-06-28,5.0,10.0
3428,Charlie Ward,170.0,1980-12-17,5.0,11.0
3429,Terrion Ware,135.0,1986-03-31,5.0,8.0
3430,Joe Warren,135.0,1976-10-31,5.0,6.0
3431,Brian Warren,185.0,1974-06-05,6.0,0.0
3432,Merritt Warren,155.0,,5.0,10.0
3433,Idris Wasi,186.0,1989-12-11,6.0,0.0
3434,Kengo Watanabe,220.0,1976-01-31,6.0,4.0
3435,Andy Waters,170.0,1985-02-08,6.0,0.0
3436,Ron Waterman,280.0,1965-11-23,6.0,2.0
3437,Dominic Waters,170.0,1989-04-11,6.0,1.0
3438,Sam Watford,155.0,,,
3439,Michelle Waterson,115.0,1986-01-06,5.0,3.0
3440,Blake Watkins,185.0,,,
3441,Kyle Watson,155.0,1979-08-09,6.0,0.0
3442,Maka Watson,155.0,1984-09-22,,
3443,Walel Watson,135.0,1984-07-16,5.0,11.0
3444,Tom Watson,185.0,1982-07-13,6.0,1.0
3445,Enrique Watson,185.0,,,
3446,Brok Weaver,155.0,1991-12-05,6.0,0.0
3447,Stephanie Webber,135.0,,5.0,6.0
3448,Jonavin Webb,170.0,1989-04-28,5.0,10.0
3449,Kazuhisa Watanabe,139.0,1983-05-18,5.0,6.0
3450,Royston Wee,135.0,1986-11-15,5.0,7.0
3451,Daniel Weichel,145.0,1984-11-22,5.0,10.0
3452,Chris Weidman,185.0,1984-06-17,6.0,2.0
3453,Mark Weir,185.0,1967-09-19,6.0,2.0
3454,Christian Wellisch,234.0,1975-09-13,6.0,2.0
3455,Jeremiah Wells,170.0,1986-10-30,5.0,9.0
3456,Mike Wessel,260.0,1977-12-02,6.0,0.0
3457,Dustin West,170.0,,5.0,11.0
3458,Fabricio Werdum,231.0,1977-07-30,6.0,4.0
3459,Sheldon Westcott,170.0,1984-08-20,6.0,1.0
3460,Aaron Wetherspoon,170.0,1979-01-11,,
3461,Coty Wheeler,135.0,1978-10-11,5.0,6.0
3462,Vernon White,205.0,1971-12-03,6.0,0.0
3463,Steve White,175.0,,5.0,11.0
3464,Alex White,155.0,1988-10-22,6.0,0.0
3465,Mike Whitehead,205.0,1981-06-29,6.0,1.0
3466,Robert Whiteford,145.0,1983-04-12,5.0,9.0
3467,Craig White,170.0,1990-07-01,6.0,2.0
3468,Garett Whiteley,155.0,1980-12-13,6.0,0.0
3469,Mitch Whitesel,185.0,1981-07-12,5.0,9.0
3470,Emily Whitmire,115.0,1991-05-24,5.0,5.0
3471,Robert Whittaker,185.0,1990-12-20,6.0,0.0
3472,Adam Wieczorek,250.0,1992-02-05,6.0,5.0
3473,Jonathan Wiezorek,250.0,1978-02-10,6.0,3.0
3474,Orlando Wiet,170.0,1965-10-24,5.0,10.0
3475,Justin Wilcox,155.0,1979-03-12,5.0,6.0
3476,Aaron Wilkinson,155.0,1987-01-31,5.0,10.0
3477,Joe Wilk,145.0,1982-04-12,5.0,9.0
3478,Mike Wilkinson,145.0,1987-09-15,5.0,7.0
3479,Rob Wilkinson,185.0,1992-02-22,6.0,3.0
3480,James Wilks,170.0,1978-05-04,6.0,1.0
3481,Tedd Williams,275.0,1969-12-19,6.0,1.0
3482,Pete Williams,235.0,1975-07-10,6.0,3.0
3483,Carter Williams,265.0,1980-03-30,6.0,1.0
3484,Patrick Williams,135.0,1981-09-07,5.0,8.0
3485,Tim Williams,185.0,1986-07-03,6.0,2.0
3486,Jordan Williams,185.0,1990-10-13,6.0,1.0
3487,Cole Williams,170.0,1983-12-15,6.0,0.0
3488,Khaos Williams,170.0,1994-03-30,6.0,0.0
3489,Karl Willis,,,,
3490,Justin Willis,264.0,1987-07-19,6.0,1.0
3491,Chris Wilson,170.0,1977-06-07,6.0,1.0
3492,Greg Wilson,155.0,1988-10-02,,
3493,Jonathan Wilson,205.0,1987-07-17,6.0,2.0
3494,Sean Wilson,145.0,1982-10-20,5.0,8.0
3495,Matt Wiman,155.0,1983-09-19,5.0,10.0
3496,Eddie Wineland,135.0,1984-06-26,5.0,7.0
3497,Rubin Williams,185.0,1976-04-09,6.0,1.0
3498,Deron Winn,185.0,1989-06-13,5.0,6.0
3499,Andre Winner,155.0,1981-11-09,5.0,11.0
3500,Jason Witt,170.0,1986-11-07,5.0,10.0
3501,Eric Wisely,145.0,1984-07-25,5.0,8.0
3502,Keith Wisniewski,170.0,1981-10-25,6.0,0.0
3503,Travis Wiuff,205.0,1978-03-15,6.0,3.0
3504,Ray Wizard,,,,
3505,Brandon Wolff,170.0,1975-10-18,5.0,9.0
3506,Xue Do Won,165.0,,5.0,7.0
3507,Nathaniel Wood,140.0,1993-05-08,5.0,6.0
3508,Salvador Woods,170.0,1985-02-05,5.0,11.0
3509,Tyron Woodley,170.0,1982-04-07,5.0,9.0
3510,Sean Woodson,145.0,1992-06-07,6.0,2.0
3511,Cal Worsham,230.0,1963-06-11,5.0,11.0
3512,Hunter Worsham,185.0,,,
3513,Khama Worthy,155.0,1986-10-15,5.0,11.0
3514,Eric Wray,170.0,,6.0,0.0
3515,JW Wright,130.0,1976-01-12,,
3516,Justin Wren,265.0,1987-04-27,6.0,2.0
3517,Chris Wright,,,,
3518,Danyelle Wolf,145.0,1983-09-08,5.0,11.0
3519,Jordan Wright,205.0,1991-10-07,6.0,2.0
3520,Marcin Wrzosek,155.0,1987-10-14,5.0,9.0
3521,Jamie Yager,185.0,1983-11-29,6.0,1.0
3522,Wu Yanan,125.0,1996-04-18,5.0,8.0
3523,Rubens Xavier,220.0,1974-09-08,6.0,3.0
3524,Eddie Yagin,145.0,1979-03-23,5.0,7.0
3525,Rani Yahya,135.0,1984-09-12,5.0,6.0
3526,Alexander Yakovlev,155.0,1984-07-18,6.0,3.0
3527,Kenichi Yamamoto,170.0,1976-07-11,6.0,0.0
3528,Keiichiro Yamamiya,185.0,1972-07-12,5.0,11.0
3529,Atsushi Yamamoto,139.0,1980-10-02,5.0,6.0
3530,Yoshihisa Yamamoto,220.0,1970-07-04,6.0,2.0
3531,Norifumi Yamamoto,135.0,1977-03-15,5.0,4.0
3532,Hiroko Yamanaka,135.0,1978-10-24,5.0,11.0
3533,Goiti Yamauchi,145.0,1993-01-05,5.0,10.0
3534,Yan Xiaonan,115.0,1989-06-16,5.0,5.0
3535,Takeshi Yamazaki,139.0,1977-05-25,5.0,8.0
3536,Petr Yan,135.0,1993-02-11,5.0,7.0
3537,Jianping Yang,145.0,1988-11-27,5.0,7.0
3538,Dongi Yang,185.0,1984-12-07,5.0,10.0
3539,Adam Yandiev,185.0,1988-08-07,5.0,9.0
3540,Hu Yaozong,205.0,1995-04-07,6.0,3.0
3541,Emmanuel Yarborough,770.0,1960-09-05,6.0,8.0
3542,Masutatsu Yano,198.0,1975-07-11,5.0,9.0
3543,Cale Yarbrough,185.0,1986-12-27,6.0,1.0
3544,Tadao Yasuda,310.0,1963-10-09,6.0,4.0
3545,Yoshiaki Yatsu,165.0,1956-07-19,6.0,1.0
3546,Chris Yee,185.0,,5.0,9.0
3547,Hirotaka Yokoi,205.0,1978-06-08,5.0,11.0
3548,Kazunori Yokota,154.0,1978-04-03,5.0,8.0
3549,Ashley Yoder,115.0,1987-10-20,5.0,7.0
3550,John Yoo,135.0,,,
3551,Sanghoon Yoo,155.0,1990-01-18,6.0,0.0
3552,Dong Sik Yoon,185.0,1972-08-24,6.0,0.0
3553,Yoshiyuki Yoshida,170.0,1974-05-10,5.0,11.0
3554,Adrian Yanez,135.0,1993-11-29,5.0,7.0
3555,Kaitlin Young,135.0,1985-09-15,5.0,9.0
3556,Artenus Young,205.0,1980-07-16,,
3557,Trenell Young,145.0,1976-06-19,5.0,6.0
3558,Hidehiko Yoshida,225.0,1969-09-03,5.0,11.0
3559,Shane Young,145.0,1993-07-31,5.0,8.0
3560,Shanna Young,135.0,1991-02-20,5.0,7.0
3561,Jason Young,145.0,1986-06-28,5.0,9.0
3562,Besam Yousef,170.0,1985-03-25,5.0,11.0
3563,Han Ten Yun,220.0,,5.0,11.0
3564,Rob Yundt,185.0,1980-05-05,6.0,1.0
3565,Sodiq Yusuff,145.0,1993-05-19,5.0,9.0
3566,Gilbert Yvel,225.0,1976-06-30,6.0,2.0
3567,Joao Zaiden,205.0,1993-03-16,,
3568,Luke Zachrich,185.0,1981-12-19,6.0,2.0
3569,Aiemann Zahabi,135.0,1987-11-19,5.0,8.0
3570,Anton Zafir,170.0,1987-05-10,5.0,11.0
3571,Elizeu Zaleski dos Santos,170.0,1986-12-11,5.0,11.0
3572,Youssef Zalal,145.0,1996-09-04,5.0,10.0
3573,Roger Zapata,170.0,1986-05-09,5.0,11.0
3574,Zach Zane,145.0,1989-12-14,5.0,7.0
3575,David Zawada,170.0,1990-08-01,6.0,0.0
3576,Marius Zaromskis,170.0,1980-07-30,5.0,9.0
3577,Craig Zellner,205.0,1976-09-09,6.0,2.0
3578,Roman Zentsov,230.0,1973-09-10,6.0,1.0
3579,Zhang Lipeng,155.0,1990-03-10,5.0,11.0
3580,Yao Zhikui,125.0,1991-02-07,5.0,5.0
3581,Zhang Weili,115.0,1989-08-13,5.0,4.0
3582,Zhalgas Zhumagulov,125.0,1988-08-29,5.0,4.0
3583,Fares Ziam,155.0,1997-03-21,6.0,1.0
3584,Mike Zichelle,205.0,,,
3585,James Zikic,205.0,1977-03-01,6.0,2.0
3586,Errol Zimmerman,185.0,1986-04-20,6.0,3.0
3587,Cat Zingano,145.0,1982-07-01,5.0,6.0
3588,Joao Zeferino,170.0,1986-01-15,5.0,11.0
3589,Igor Zinoviev,199.0,1966-05-23,6.0,1.0
3590,Dave Zitanick,170.0,1980-03-05,,
3591,Carlos Zevallos,205.0,1978-09-05,6.0,0.0
3592,Zhang Tiequan,155.0,1978-07-25,5.0,8.0
3593,Alex Zuniga,145.0,,,
3594,George Zuniga,185.0,,5.0,9.0
3595,Allan Zuniga,155.0,1992-04-04,5.0,7.0
3596,Virgil Zwicker,205.0,1982-06-26,6.0,2.0
